id,name,picture_url,genre1_id,genre1_name,genre2_id,genre2_name,genre3_id,genre3_name,genre4_id,genre4_name,genre5_id,genre5_name,genre6_id,genre6_name,genre7_id,genre7_name,genre8_id,genre8_name
38044,"Bouken no Susume",https://cdn.myanimelist.net/images/anime/1740,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38045,""Calpis" Hakkou Monogatari",https://cdn.myanimelist.net/images/anime/1168,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38046,"Kyoukaisenjou no Horizon Special",https://cdn.myanimelist.net/images/anime/1093,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38047,"Crescendo Story",https://cdn.myanimelist.net/images/anime/1620,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38048,Oshiete♡Namie-sensei!,https://cdn.myanimelist.net/images/anime/1340,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38049,"Roku no Sekai",https://cdn.myanimelist.net/images/anime/1975,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38050,"Shoujo☆Kageki Revue Starlight Specials",https://cdn.myanimelist.net/images/anime/1349,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38051,Rikaisha,https://cdn.myanimelist.net/images/anime/1641,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38052,"WiSH VOYAGE",https://cdn.myanimelist.net/images/anime/1050,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38054,"Pop in Q Dance MV",https://cdn.myanimelist.net/images/anime/1149,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38057,"Natsu wo Yarinaosu",https://cdn.myanimelist.net/images/anime/1873,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38058,"Oi-san to 40 no Monogatari",https://cdn.myanimelist.net/images/anime/1760,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38059,"Namakura Gatana: Kunoichi-hen",https://cdn.myanimelist.net/images/anime/1788,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38060,"Saigo no Mori: Hajimari no Hito",https://cdn.myanimelist.net/images/anime/1702,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38061,"One Room: Second Season - Hanasaka Yui no Pro",https://cdn.myanimelist.net/images/anime/1473,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38062,Endro~!,https://cdn.myanimelist.net/images/anime/1300,52,CGDCT,10,Fantasy,36,"Slice of Life",0,blank,0,blank,0,blank,0,blank,0,"blank"
38063,"Oshiego ni Kyouhaku Sareru no wa Hanzai desu ",https://cdn.myanimelist.net/images/anime/1485,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38066,"Fin-tan to Sauna ni Nyuurou",https://cdn.myanimelist.net/images/anime/1539,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38067,"Harukana Receive: Yokoku",https://cdn.myanimelist.net/images/anime/1980,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38068,"Poputepipikku Kinen",https://cdn.myanimelist.net/images/anime/1826,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38069,"Yi Kong Zhi Dian",https://cdn.myanimelist.net/images/anime/1278,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38070,"Kkoma Bus Tayo",https://cdn.myanimelist.net/images/anime/1580,15,Kids,3,Racing,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38071,"Kkoma Bus Tayo 2",https://cdn.myanimelist.net/images/anime/1244,15,Kids,3,Racing,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38072,"Kkoma Bus Tayo 3",https://cdn.myanimelist.net/images/anime/1205,15,Kids,3,Racing,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38073,"Kkoma Bus Tayo-ui Ace Guchuljakjeon",https://cdn.myanimelist.net/images/anime/1119,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38074,"Kkoma Bus Tayo 4",https://cdn.myanimelist.net/images/anime/1124,15,Kids,3,Racing,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38075,"Titipo Titipo",https://cdn.myanimelist.net/images/anime/1026,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38078,"Zoo: Hidamari no Shi",https://cdn.myanimelist.net/images/anime/1190,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38080,"Kono Oto Tomare!",https://cdn.myanimelist.net/images/anime/1464,8,Drama,19,Music,70,"Performing Arts",22,Romance,23,School,27,Shounen,0,blank,0,"blank"
38081,"Girls & Panzer: Saishuushou Part 2",https://cdn.myanimelist.net/images/anime/1240,52,CGDCT,38,Military,23,School,0,blank,0,blank,0,blank,0,blank,0,"blank"
38083,"Ken En Ken: Aoki Kagayaki",https://cdn.myanimelist.net/images/anime/1339,1,Action,2,Adventure,10,Fantasy,17,"Martial Arts",6,Mythology,0,blank,0,blank,0,"blank"
38084,"Fate/Grand Order: Zettai Majuu Sensen Babylon",https://cdn.myanimelist.net/images/anime/1194,1,Action,10,Fantasy,62,Isekai,37,Supernatural,0,blank,0,blank,0,blank,0,"blank"
38085,"Fate/Grand Order: Shinsei Entaku Ryouiki Came",https://cdn.myanimelist.net/images/anime/1535,1,Action,10,Fantasy,37,Supernatural,0,blank,0,blank,0,blank,0,blank,0,"blank"
38086,"Fate/Grand Order: Shinsei Entaku Ryouiki Came",https://cdn.myanimelist.net/images/anime/1736,1,Action,10,Fantasy,37,Supernatural,0,blank,0,blank,0,blank,0,blank,0,"blank"
38087,"Osomatsu-san: Hajimaru Hajimari",https://cdn.myanimelist.net/images/anime/1964,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38088,"Digimon Adventure: Last Evolution Kizuna",https://cdn.myanimelist.net/images/anime/1654,1,Action,2,Adventure,4,Comedy,8,Drama,0,blank,0,blank,0,blank,0,"blank"
38089,"Okoshiyasu, Chitose-chan",https://cdn.myanimelist.net/images/anime/1311,51,Anthropomorphic,43,Josei,36,"Slice of Life",0,blank,0,blank,0,blank,0,blank,0,"blank"
38090,"Onnanoko dake ga Wakaru Uta: Only Girls Get I",https://cdn.myanimelist.net/images/anime/1420,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38091,"Hachigatsu no Cinderella Nine",https://cdn.myanimelist.net/images/anime/1824,23,School,30,Sports,77,"Team Sports",0,blank,0,blank,0,blank,0,blank,0,"blank"
38092,"Chiro-wa Chingu-deul",https://cdn.myanimelist.net/images/anime/1163,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38093,"Zet Ranger",https://cdn.myanimelist.net/images/anime/1808,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38094,"Kkaemo-ui Moheom",https://cdn.myanimelist.net/images/anime/1264,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38095,"Hatsujou Switch: Otosareta Shoujo-tachi - The",https://cdn.myanimelist.net/images/anime/1950,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38096,"Ensemble Girls!!",https://cdn.myanimelist.net/images/anime/1083,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38097,"Hatachi no Ryouma with Kurofune-kun!",https://cdn.myanimelist.net/images/anime/1972,13,Historical,15,Kids,24,Sci-Fi,0,blank,0,blank,0,blank,0,blank,0,"blank"
38098,"Mix: Meisei Story",https://cdn.myanimelist.net/images/anime/1353,8,Drama,22,Romance,23,School,27,Shounen,30,Sports,77,"Team Sports",0,blank,0,"blank"
38099,Pakkororin,https://cdn.myanimelist.net/images/anime/1134,15,Kids,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38100,"Holiday Love: Fuufukan Renai",https://cdn.myanimelist.net/images/anime/1664,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38101,"5-toubun no Hanayome",https://cdn.myanimelist.net/images/anime/1819,4,Comedy,35,Harem,22,Romance,23,School,27,Shounen,0,blank,0,blank,0,"blank"
38104,"Mahou Shoujo Site Recaps",https://cdn.myanimelist.net/images/anime/1255,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38106,Hotohashiru,https://cdn.myanimelist.net/images/anime/1995,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38107,"Maken no Hime wa Ero Ero desu",https://cdn.myanimelist.net/images/anime/1356,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38110,"Tales of HR",https://cdn.myanimelist.net/images/anime/1637,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38112,"Tales of Puppet",https://cdn.myanimelist.net/images/anime/1534,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38114,"Shinkansen Henkei Robo Shinkalion The Animati",https://cdn.myanimelist.net/images/anime/1175,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38117,"Zhu Zhu Xia: Da Nao Huang Gong",https://cdn.myanimelist.net/images/anime/1136,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38118,"Zhu Zhu Xia: Mo Huan Zhu Luo Ji",https://cdn.myanimelist.net/images/anime/1912,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38119,"Zhu Zhu Xia: Wu Xia 2008",https://cdn.myanimelist.net/images/anime/1658,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38120,"Zhu Zhu Xia: Yong Chuang Weilai Cheng",https://cdn.myanimelist.net/images/anime/1291,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38121,"Bai Bian Zhu Zhu Xia",https://cdn.myanimelist.net/images/anime/1490,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38122,"Zhu Zhu Xia: Jimu Shijie de Tonghua",https://cdn.myanimelist.net/images/anime/1250,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38123,"Zhu Zhu Xia: Xingfu Jiuyuan Dui",https://cdn.myanimelist.net/images/anime/1678,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38124,"Zhu Zhu Xia: Bian Shen Xiao Ying Xiong",https://cdn.myanimelist.net/images/anime/1655,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38125,"Zhu Zhu Xia: Bian Shen Zhandu",https://cdn.myanimelist.net/images/anime/1119,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38126,"Zhu Zhu Xia: Bai Bian Lian Meng",https://cdn.myanimelist.net/images/anime/1580,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38127,"Zhu Zhu Xia: Wu Ling Shou Wei Zhe",https://cdn.myanimelist.net/images/anime/1775,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38128,"Zhu Zhu Xia: Guang Ming Shou Wei Zhe",https://cdn.myanimelist.net/images/anime/1475,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38129,"Zhu Zhu Xia: Meng Xiang Shou Wei Zhe",https://cdn.myanimelist.net/images/anime/1141,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38130,"Matsugae wo Musubi",https://cdn.myanimelist.net/images/anime/1135,8,Drama,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38131,"Zhu Zhu Xia: Chao Xing Meng Chong",https://cdn.myanimelist.net/images/anime/1127,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38132,"Zhu Zhu Xia: Jiong Jiong Wei Ji",https://cdn.myanimelist.net/images/anime/1111,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38133,"Zhu Zhu Xia: Yong Chuang Juren Dao",https://cdn.myanimelist.net/images/anime/1784,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38134,"Zhu Zhu Xia: Ying Xiong Zhu Shao Nian",https://cdn.myanimelist.net/images/anime/1943,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38135,"Zhu Zhu Xia: Fan Wai - Pin Zhuang Tegong Dui",https://cdn.myanimelist.net/images/anime/1781,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38136,"Zhu Zhu Xia: Zhong Ji Jue Zhan - Qian Ye Pian",https://cdn.myanimelist.net/images/anime/1480,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38137,"Zhu Zhu Xia: Zhong Ji Jue Zhan",https://cdn.myanimelist.net/images/anime/1304,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38138,"Zhu Zhu Xia: Jing Qiu Xiao Yingxiong",https://cdn.myanimelist.net/images/anime/1773,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38140,"Zhu Zhu Xia: Fan Wai - Zhi Huanqiu Riji",https://cdn.myanimelist.net/images/anime/1474,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38141,"Soredemo Tsuma wo Aishiteru 2",https://cdn.myanimelist.net/images/anime/1736,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38142,"Out Of My Head",https://cdn.myanimelist.net/images/anime/1543,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",https://cdn.myanimelist.net/images/anime/1251,50,"Adult Cast",71,Pets,36,"Slice of Life",0,blank,0,blank,0,blank,0,blank,0,"blank"
38147,"Hoshi no Shima no Nyanko",https://cdn.myanimelist.net/images/anime/1147,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38149,"Full Metal Panic! Invisible Victory Intermiss",https://cdn.myanimelist.net/images/anime/1841,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38150,"Namu Amida Butsu! Rendai Utena",https://cdn.myanimelist.net/images/anime/1752,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38153,"Kouryuu Densetsu Villgust PV",https://cdn.myanimelist.net/images/anime/1911,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38154,"3-gatsu no Lion: Ugoku! Nya Shogi",https://cdn.myanimelist.net/images/anime/1694,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38157,"Circlet Princess",https://cdn.myanimelist.net/images/anime/1760,23,School,24,Sci-Fi,30,Sports,0,blank,0,blank,0,blank,0,blank,0,"blank"
38158,"HuGoo.n no Hug Hug Song",https://cdn.myanimelist.net/images/anime/1248,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38161,"Kabukichou Sherlock",https://cdn.myanimelist.net/images/anime/1657,50,"Adult Cast",4,Comedy,39,Detective,8,Drama,7,Mystery,0,blank,0,blank,0,"blank"
38162,"Rinshi!! Ekoda-chan",https://cdn.myanimelist.net/images/anime/1165,4,Comedy,42,Seinen,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38163,"Iya na Kao sare nagara Opantsu Misete Moraita",https://cdn.myanimelist.net/images/anime/1682,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38164,"Kiss made, Ato 1 Byou.",https://cdn.myanimelist.net/images/anime/1369,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38166,"Malta no Bouken Season 3",https://cdn.myanimelist.net/images/anime/1235,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38167,"Malta no Bouken Season 2",https://cdn.myanimelist.net/images/anime/1572,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38174,"Gakuen Senki Muryou: Yorinuki Muryou-san Girl",https://cdn.myanimelist.net/images/anime/1676,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38175,"Seizei Ganbare! Mahou Shoujo Kurumi 2nd Seaso",https://cdn.myanimelist.net/images/anime/1880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38177,"Anitore! XX: Hitotsu Yane no Shita de Special",https://cdn.myanimelist.net/images/anime/1966,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38179,"Kino no Tabi: The Beautiful World - The Anima",https://cdn.myanimelist.net/images/anime/1052,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38180,"Heavy Object: Dai 37 Kidou Seihi Daitai - Sak",https://cdn.myanimelist.net/images/anime/1310,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38181,"Chainsaw Bunny",https://cdn.myanimelist.net/images/anime/1817,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38186,"Bokutachi wa Benkyou ga Dekinai",https://cdn.myanimelist.net/images/anime/1602,4,Comedy,35,Harem,22,Romance,23,School,27,Shounen,0,blank,0,blank,0,"blank"
38191,Annie,https://cdn.myanimelist.net/images/anime/1688,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38192,Sakugan,https://cdn.myanimelist.net/images/anime/1431,2,Adventure,53,Childcare,4,Comedy,18,Mecha,24,Sci-Fi,0,blank,0,blank,0,"blank"
38194,"Aika-chan no Chikyuu",https://cdn.myanimelist.net/images/anime/1775,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38195,"Chikyuu no Himitsu",https://cdn.myanimelist.net/images/anime/1216,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38196,"Chouetsu Sekai",https://cdn.myanimelist.net/images/anime/1392,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38198,"Nanatsu no Taizai: Eiyuu-tachi wa Hashagu",https://cdn.myanimelist.net/images/anime/1369,1,Action,2,Adventure,10,Fantasy,27,Shounen,0,blank,0,blank,0,blank,0,"blank"
38199,"Bermuda Triangle: Colorful Pastrale",https://cdn.myanimelist.net/images/anime/1449,10,Fantasy,60,"Idols (Female)",19,Music,0,blank,0,blank,0,blank,0,blank,0,"blank"
38201,"Osomatsu-san Movie",https://cdn.myanimelist.net/images/anime/1492,4,Comedy,57,"Gag Humor",20,Parody,0,blank,0,blank,0,blank,0,blank,0,"blank"
38203,"The iDOLM@STER SideM: Wake Atte Mini!",https://cdn.myanimelist.net/images/anime/1711,4,Comedy,61,"Idols (Male)",0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38206,"Senjuushi: Gendaijuu no Heya",https://cdn.myanimelist.net/images/anime/1807,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38211,"Cinderella Girls Gekijou 3rd Season Specials",https://cdn.myanimelist.net/images/anime/1316,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38212,"Shuudengo, Capsule Hotel de, Joushi ni Binets",https://cdn.myanimelist.net/images/anime/1418,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38217,"Wei, Kanjian Erduo La!",https://cdn.myanimelist.net/images/anime/1654,28,"Boys Love",4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38219,"Coffee Ikaga deshou",https://cdn.myanimelist.net/images/anime/1674,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38220,"Ze Tian Ji 4th Season",https://cdn.myanimelist.net/images/anime/1918,1,Action,2,Adventure,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,"blank"
38226,"Choukadou Girl ⅙",https://cdn.myanimelist.net/images/anime/1760,4,Comedy,22,Romance,24,Sci-Fi,42,Seinen,0,blank,0,blank,0,blank,0,"blank"
38234,"One Piece Movie 14: Stampede",https://cdn.myanimelist.net/images/anime/1221,1,Action,2,Adventure,10,Fantasy,27,Shounen,0,blank,0,blank,0,blank,0,"blank"
38235,"Inazuma Eleven: Orion no Kokuin",https://cdn.myanimelist.net/images/anime/1965,30,Sports,31,"Super Power",77,"Team Sports",0,blank,0,blank,0,blank,0,blank,0,"blank"
38246,"Tian Xin Ge Ge 3rd Season",https://cdn.myanimelist.net/images/anime/1443,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38249,"Saiki Kusuo no Ψ-nan: Kanketsu-hen",https://cdn.myanimelist.net/images/anime/1159,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38250,"Xiao Lu He Xiao Lan",https://cdn.myanimelist.net/images/anime/1670,28,"Boys Love",4,Comedy,8,Drama,23,School,24,Sci-Fi,0,blank,0,blank,0,"blank"
38251,"Sono Toki, Kanojo wa.",https://cdn.myanimelist.net/images/anime/1908,8,Drama,22,Romance,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38252,"Boku to Nurse no Kenshuu Nisshi The Animation",https://cdn.myanimelist.net/images/anime/1667,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38254,"Hashiri Tsuzukete Yokatta tte.",https://cdn.myanimelist.net/images/anime/1533,8,Drama,36,"Slice of Life",0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38256,"Magia Record: Mahou Shoujo Madoka☆Magica Gaid",https://cdn.myanimelist.net/images/anime/1786,8,Drama,10,Fantasy,66,"Mahou Shoujo",40,Psychological,41,Suspense,0,blank,0,blank,0,"blank"
38260,"Kunoichi Botan",https://cdn.myanimelist.net/images/anime/1865,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38262,"Pingu in the City (2018)",https://cdn.myanimelist.net/images/anime/1315,51,Anthropomorphic,4,Comedy,15,Kids,0,blank,0,blank,0,blank,0,blank,0,"blank"
38265,"Muma no Machi Cornelica",https://cdn.myanimelist.net/images/anime/1885,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38267,"Sleeping Beauty",https://cdn.myanimelist.net/images/anime/1488,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38268,"Hangyakusei Million Arthur 2nd Season",https://cdn.myanimelist.net/images/anime/1277,1,Action,2,Adventure,10,Fantasy,0,blank,0,blank,0,blank,0,blank,0,"blank"
38271,"Spice Paradise: Curry Meshi Ver.",https://cdn.myanimelist.net/images/anime/1280,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38272,"Musunde Hiraite",https://cdn.myanimelist.net/images/anime/1185,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
38276,"Houkago Saikoro Club",https://cdn.myanimelist.net/images/anime/1035,52,CGDCT,4,Comedy,23,School,27,Shounen,11,"Strategy Game",0,blank,0,blank,0,"blank"
38284,Devidol!,https://cdn.myanimelist.net/images/anime/1094,4,Comedy,0,blank,0,blank,0,blank,0,blank,0,blank,0,blank,0,"blank"
38285,"Zuori Qing Kong Pilot",https://cdn.myanimelist.net/images/anime/1885,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
